license_number,entity_name,telephone_number,shl_endorsed,building,street,city,state,postcode,type_of_base,latitude,longitude,date,time,location
B03402,RL VIP LIMO INC,9294131346,No,41,MEDWAY AVE,CONGERS,NY,10920,LUXURY/LIMOUSINE,41.1413757,-73.935486,12/04/2023,18:00:12,"(41.1413757, -73.935486)"
B90713,"ELEGANTE SERVICES, INC.",7184927680,No,1804,RANDALL AVENUE,BRONX,NY,10473,PARATRANSIT BASE,40.816803,-73.862557,12/04/2023,18:00:12,"(40.816803, -73.862557)"
B02627,A PEGASUS LIMOUSINE CORP.,9737773007,No,176,SADDLE RIVER AVENUE  BLDG F,HACKENSACK,NJ,07606,LUXURY/LIMOUSINE,40.863348,-74.09752,12/04/2023,18:00:12,"(40.863348, -74.09752)"
B03456,3DI INC,5163250390,No,45,DOVER ST,MASSAPEQUA,NY,11758,BLACK CAR BASE,40.6769701,-73.4308555,12/04/2023,18:00:12,"(40.6769701, -73.4308555)"
B80182,EIGHT STAR INC.,3476446822,No,136-31,41 AVENUE  PH,FLUSHING,NY,11355,COMMUTER VAN AUTHORITY BASE,40.74931,-73.821321,12/04/2023,18:00:12,"(40.74931, -73.821321)"
B80145,ALEXIS VAN LINES INC,9174341614,No,3712,FLATLANDS AVENUE  2F,BROOKLYN,NY,11234,COMMUTER VAN AUTHORITY BASE,40.618436,-73.939214,12/04/2023,18:00:12,"(40.618436, -73.939214)"
B00628,"CONCORD LIMOUSINE 1, LLC",7189656150,No,712,3 AVENUE,BROOKLYN,NY,11232,BLACK CAR BASE,40.663353,-73.99894,12/04/2023,18:00:12,"(40.663353, -73.99894)"
B00227,"PARK WEST EXEC. SERVICES, INC.",2127277800,No,1200,SHAMES DRIVE  UNIT D,WESTBURY,NY,11590,LUXURY/LIMOUSINE,40.754855,-73.929205,12/04/2023,18:00:12,"(40.754855, -73.929205)"
B03416,ADF TRANSPORTATION LLC,3476636299,No,499,EAST  138 STREET,BRONX,NY,10454,BLACK CAR BASE,40.8078551,-73.9195148,12/04/2023,18:00:12,"(40.8078551, -73.9195148)"
B03160,"CURB TRANSPORTATION SERVICES,LLC",7187011317,No,11-11,34 AVENUE,LIC,NY,11106,BLACK CAR BASE,40.7648,-73.9808,12/04/2023,18:00:12,"(40.7648, -73.9808)"
B03467,SIMPLE RIDE TRANSPORTATION INC.,9172800935,No,370,EAST 149TH STREET  SUITE 2,BRONX,NY,10455,BLACK CAR BASE,40.9967453,-73.6757618,12/04/2023,18:00:12,"(40.9967453, -73.6757618)"
B02905,PUEBLA LUXURY CORP,7186335454,No,3916,9 AVENUE,BROOKLYN,NY,11232,BLACK CAR BASE,40.644255,-74.0001,12/04/2023,18:00:12,"(40.644255, -74.0001)"
B00619,"HOLA CAR SERVICE,INC.",7183646666,No,4371,3 AVENUE,BRONX,NY,10457,LIVERY BASE,40.850716,-73.894416,12/04/2023,18:00:12,"(40.850716, -73.894416)"
B00692,"CHEERS DISPATCH,INC.",7189654242,No,6202,NEW UTRECHT AVE,BROOKLYN,NY,11219,LIVERY BASE,40.667552,-73.98081,12/04/2023,18:00:12,"(40.667552, -73.98081)"
B00756,T & S HILLSIDE INC.,7186585252,No,169-08,HILLSIDE AVENUE  2ND FLR,JAMAICA,NY,11432,LIVERY BASE,40.711551,-73.79299,12/04/2023,18:00:12,"(40.711551, -73.79299)"
B02847,JOY LUXURY INC,7186846000,No,2078,CROSS BRONX EXPRESSWAY,BRONX,NY,10472,BLACK CAR BASE,40.831091,-73.85419,12/04/2023,18:00:12,"(40.831091, -73.85419)"
B03174,NEW HEAVEN LUXURY INC,2129231313,No,1059,ST NICHOLAS AVENUE,NEW YORK,NY,10032,BLACK CAR BASE,40.8366714,-73.9403354,12/04/2023,18:00:12,"(40.8366714, -73.9403354)"
B03037,RIDE SOLUTION WORLDWIDE INC,2124704505,No,5102,21ST STREET,LONGISLAND CITY,NY,11101,LUXURY/LIMOUSINE,40.7407032,-73.9499974,12/04/2023,18:00:12,"(40.7407032, -73.9499974)"
B03032,A & S LIMOUSINE SERVICE CORP,7184551900,No,712,BROADWAY  2ND FLOOR,BROOKLYN,NY,11206,BLACK CAR BASE,40.7012183,-73.9431655,12/04/2023,18:00:12,"(40.7012183, -73.9431655)"
B01381,CLASSIC CAR SERVICE CORP.,7187281200,No,38-12,ASTORIA BOULEVARD,ASTORIA,NY,11103,LIVERY BASE,40.768741,-73.911531,12/04/2023,18:00:12,"(40.768741, -73.911531)"
B02120,HARRISON GLOBAL LLC,9733760145,No,780,DOWD AVENUE,ELIZABETH,NJ,07201,LUXURY/LIMOUSINE,40.672805,-74.191579,12/04/2023,18:00:12,"(40.672805, -74.191579)"
B03392,CHURCH EXPRESS LUXURY INC,7186334477,No,99,CHURCH AVENUE,BROOKLYN,NY,11218,BLACK CAR BASE,40.6429005,-73.9796493,12/04/2023,18:00:12,"(40.6429005, -73.9796493)"
B03214,MALIBU CAR SERVICE INC.,6466714360,No,1231,LAFAYETTE AVENUE  L2,BRONX,NY,10474,BLACK CAR BASE,40.7101523,-73.7928657,12/04/2023,18:00:12,"(40.7101523, -73.7928657)"
B01282,NEW LOTS C/S INC,7182722222,No,603,NEW LOTS AVENUE,BROOKLYN,NY,11207,LIVERY BASE,40.664829,-73.886868,12/04/2023,18:00:12,"(40.664829, -73.886868)"
B02217,PCS LIMOUSINE INC.,7188219400,No,1321,W 4TH STREET,PLAINFIELD,NJ,07063,LUXURY/LIMOUSINE,40.715345,-73.90172,12/04/2023,18:00:12,"(40.715345, -73.90172)"
B03315,BRISK CAR SERVICE INC.,3478206444,No,495,CLAREMONT PARKWAY  STORE #2,BRONX,NY,10457,BLACK CAR BASE,40.8387959,-73.901869,12/04/2023,18:00:12,"(40.8387959, -73.901869)"
B03386,CHASDEI DEVORAH INC.,7182320616,No,5004,16 AVENUE,BROOKLYN,NY,11204,BLACK CAR BASE,40.6304693,-73.9864272,12/04/2023,18:00:12,"(40.6304693, -73.9864272)"
B01730,LUCKY EXPRESS CORPORATION,2122198886,No,47,LUDLOW STREET,NEW YORK,NY,10002,LIVERY BASE,40.71642,-73.99046,12/04/2023,18:00:12,"(40.71642, -73.99046)"
B03185,G&J LUXURY TRANSPORTATION INC,7189134454,No,7,SKYLINE DRIVE  SUITE 350,HAWTHORNE,NY,10532,BLACK CAR BASE,41.0904852,-73.813189,12/04/2023,18:00:12,"(41.0904852, -73.813189)"
B02823,AAA FAMILY LIMOUSINE SERVICE INC,7183170055,No,12,ELTINGVILLE BOULEVARD,STATEN ISLAND,NY,10312,LUXURY/LIMOUSINE,40.544833,-74.16503,12/04/2023,18:00:12,"(40.544833, -74.16503)"
B03394,NEW ELEGANTE CAR SERVICE INC,7184927680,No,1401,WEBSTER AVENUE,BRONX,NY,10456,BLACK CAR BASE,40.8364202,-73.9076659,12/04/2023,18:00:12,"(40.8364202, -73.9076659)"
B01215,ECUADOOR CORP,7182048412,No,44-10,30 AVENUE,ASTORIA,NY,11103,LIVERY BASE,40.762272,-73.911591,12/04/2023,18:00:12,"(40.762272, -73.911591)"
B03434,BELLA CAR SRVICE CORPORATION,5169865999,No,3418,NORTHERN BOULEVARD  SUITE 100,L.I.C.,NY,11101,BLACK CAR BASE,40.7517583,-73.929177,12/04/2023,18:00:12,"(40.7517583, -73.929177)"
B02978,ONYX 1 INC,5168844782,No,1225,FRANKLIN AVE  325,GARDEN CITY,NY,11530,BLACK CAR BASE,40.7340743,-73.6354595,12/04/2023,18:00:12,"(40.7340743, -73.6354595)"
B02249,"LA RAZA CAR SERVICE, INC.",7183971111,No,80-01,31ST AVENUE,EAST ELMHURST,NY,11370,LIVERY BASE,40.759225,-73.887802,12/04/2023,18:00:12,"(40.759225, -73.887802)"
B03062,BQN VOUCHER INC,7183285510,No,1106,GARRISON AVENUE,BRONX,NY,10474,BLACK CAR BASE,40.8196364,-73.8891842,12/04/2023,18:00:12,"(40.8196364, -73.8891842)"
B02373,QUIET SERVICES INC,7183609383,No,31-35,61 STREET,WOODSIDE,NY,11377,BLACK CAR BASE,40.76451,-73.905073,12/04/2023,18:00:12,"(40.76451, -73.905073)"
B03198,"DD&SON,LLC",9175674082,No,7,MARCUS GARVEY BLVD  STE#316,BROOKLYN,NY,11206,BLACK CAR BASE,40.6998901,-73.9410586,12/04/2023,18:00:12,"(40.6998901, -73.9410586)"
B03181,EVEREST LUXURY CORP,3154003255,No,2322,ARTHUR AVENUE  SUITE 212A,BRONX,NY,10458,BLACK CAR BASE,40.8538364,-73.8888478,12/04/2023,18:00:12,"(40.8538364, -73.8888478)"
B02760,VISMAR RADIO DISPATCH INC.,9174737777,No,1040-52,FREEMAN STREET,BRONX,NY,10459,LIVERY BASE,40.828466,-73.88637,12/04/2023,18:00:12,"(40.828466, -73.88637)"
B01268,LAKEVIEW CARS INC.,7184420001,No,1113,VICTORY BOULEVARD,STATEN ISLAND,NY,10301,LIVERY BASE,40.617782,-74.101897,12/04/2023,18:00:12,"(40.617782, -74.101897)"
B03109,ROLUX INC,9178652793,No,160-23,ROCKAWAY BOULEVARD  SUITE 4,JAMAICA,NY,11434,BLACK CAR BASE,40.7101523,-73.7928657,12/04/2023,18:00:12,"(40.7101523, -73.7928657)"
B03256,JETSET TRANSPORTATION CORP.,3475667735,No,390,TIFFANY STREET,BRONX,NY,10474,BLACK CAR BASE,40.8078557,-73.889397,12/04/2023,18:00:12,"(40.8078557, -73.889397)"
B02971,"ULTRA BLACK CAR TRANSPORTATION, CORP.",7189929162,No,277,EAST  165 STREET,BRONX,NY,10456,BLACK CAR BASE,40.82939,-73.916073,12/04/2023,18:00:12,"(40.82939, -73.916073)"
B03168,KAYROS TRANSPORTATION INC,9174408678,No,726,BROADWAY,BAYONNE,NJ,07002,BLACK CAR BASE,40.6717762,-74.1114053,12/04/2023,18:00:12,"(40.6717762, -74.1114053)"
B03057,PROSPECT LUXURY CAR SERVICE,9294003838,No,1161,SOUTHERN BOULEVARD,BRONX,NY,10459,BLACK CAR BASE,40.8280717,-73.8922125,12/04/2023,18:00:12,"(40.8280717, -73.8922125)"
B02641,AVENUE X CAR SERVICE INC.,7183365200,No,245,AVENUE X,BROOKLYN,NY,11223,LIVERY BASE,40.590312,-73.97371,12/04/2023,18:00:12,"(40.590312, -73.97371)"
B03364,A & M IKEA INC.,7183335766,No,9126,4TH AVENUE,BROOKLYN,NY,11209,BLACK CAR BASE,40.6186213,-74.030265,12/04/2023,18:00:12,"(40.6186213, -74.030265)"
B03341,STANDARDLUX INC.,3473365559,No,2765,ATLANTIC AVENUE,BROOKLYN,NY,11207,BLACK CAR BASE,40.6765606,-73.8924173,12/04/2023,18:00:12,"(40.6765606, -73.8924173)"
B90395,VOLGA TRANSP CORP,7187437979,No,2732,GERRITSEN AVENUE,BROOKLYN,NY,11229,PARATRANSIT BASE,40.593221,-73.946019,12/04/2023,18:00:12,"(40.593221, -73.946019)"
B01928,DISCOVER LIMO INC,7188517777,No,740,MYRTLE AVENUE,BROOKLYN,NY,11205,BLACK CAR BASE,40.62617,-73.994136,12/04/2023,18:00:12,"(40.62617, -73.994136)"
B03502,UNNIFIRST CAR SERVICE CORP.,7189246666,No,2929,THIRD AVENUE  2ND FLOOR,BRONX,NY,10455,BLACK CAR BASE,40.8165858,-73.8908315,12/04/2023,18:00:12,"(40.8165858, -73.8908315)"
B00053,CHARGE AND RIDE INC,7183921824,No,41-24,38 STREET,LIC,NY,11101,BLACK CAR BASE,40.745304,-73.95305,12/04/2023,18:00:12,"(40.745304, -73.95305)"
B03517,NYC GO TRANSPORTATION LLC,6469741283,No,3602A,EAST TREMONT AVENUE  1FL,BRONX,NY,10465,BLACK CAR BASE,40.8286319,-73.8247894,12/04/2023,18:00:12,"(40.8286319, -73.8247894)"
B03153,GYPSY TRANSPORTATION CORP.,7186171111,No,1684,GLEASON AVENUE,BRONX,NY,10472,BLACK CAR BASE,40.829157,-73.8709757,12/04/2023,18:00:12,"(40.829157, -73.8709757)"
B03211,GREENLIGHT TRANSPORTATION SERVICE LLC,7184806875,No,101-20,LIBERTY AVENUE,OZONE PARK,NY,11417,BLACK CAR BASE,40.6811834,-73.8386615,12/04/2023,18:00:12,"(40.6811834, -73.8386615)"
B02279,MATAMOROS CAR SERVICE INC.,7183900035,No,1017,POST AVENUE,STATEN ISLAND,NY,10302,LIVERY BASE,40.633003,-74.134202,12/04/2023,18:00:12,"(40.633003, -74.134202)"
B00350,A & A CHAMPION CAR LIMO SVC INC,7187798080,No,107-04,37 AVENUE,CORONA,NY,11368,LIVERY BASE,40.753702,-73.86129,12/04/2023,18:00:12,"(40.753702, -73.86129)"
B00078,R & R ROAD LIMO SVCE INC,7185858500,No,865,EAST  138 STREET,BRONX,NY,10454,LUXURY/LIMOUSINE,40.803251,-73.90843,12/04/2023,18:00:12,"(40.803251, -73.90843)"
B03353,PEACE TRANSPORTATION SERVICES INC.,9147405485,No,1,WOLFS LANE SUITE 311,PELHAM,NY,10803,BLACK CAR BASE,40.9105538,-73.8104008,12/04/2023,18:00:12,"(40.9105538, -73.8104008)"
B03370,ANDREW TRANSPORTATION CORP,6462810962,No,1391,NELSON AVENUE,BRONX,NY,10452,BLACK CAR BASE,40.8417055,-73.9226608,12/04/2023,18:00:12,"(40.8417055, -73.9226608)"
B00248,YELLOWSTONE TRANSPORTATION INC.,7185397777,No,41-31,MAIN STREET,FLUSHING,NY,11355,LIVERY BASE,40.758114,-73.82962,12/04/2023,18:00:12,"(40.758114, -73.82962)"
B03036,ZYNC INC,7184821818,Yes,12-04,44 AVENUE,LIC,NY,11101,BLACK CAR BASE,40.749688,-73.9483835,12/04/2023,18:00:12,"(40.749688, -73.9483835)"
B01616,"H & B CAR AND LIMOUSINE, INC",7185072600,No,38-12,ASTORIA BOULEVARD,ASTORIA,NY,11103,LIVERY BASE,40.739709,-73.890955,12/04/2023,18:00:12,"(40.739709, -73.890955)"
B01470,AGUILA CAR & LIMO CORPORATION,7186998100,No,51-47,69TH STREET,WOODSIDE,NY,11377,LIVERY BASE,40.745662,-73.86428,12/04/2023,18:00:12,"(40.745662, -73.86428)"
B02913,DAT TRANSPORTATION INC.,7183288889,No,650,SOUNDVIEW AVENUE,BRONX,NY,10473,BLACK CAR BASE,40.818455,-73.86271,12/04/2023,18:00:12,"(40.818455, -73.86271)"
B03331,GIGI NYC INC,7185598383,No,96-28,ALSTYNE AVENUE,CORONA,NY,11368,BLACK CAR BASE,40.7430479,-73.8664612,12/04/2023,18:00:12,"(40.7430479, -73.8664612)"
B02834,811 TRANSIT CORP,9176887993,No,107-50,VAN WYCK EPXY  FL1,EAST ELMHURST,NY,11419,BLACK CAR BASE,40.761071,-73.876906,12/04/2023,18:00:12,"(40.761071, -73.876906)"
B00972,N.J.M.INC.,7189672500,No,5230,ARTHUR KILL ROAD,STATEN ISLAND,NY,10307,LIVERY BASE,40.546918,-74.23034,12/04/2023,18:00:12,"(40.546918, -74.23034)"
B02196,"N & T DOUBLE DIAMOND LIMOUSINES, INC.",7183517273,No,2041-D,HYLAN BOULEVARD,STATEN ISLAND,NY,10306,LUXURY/LIMOUSINE,40.580669,-74.09968,12/04/2023,18:00:12,"(40.580669, -74.09968)"
B03081,DLS CAR AND LIMOUSINE SERVICE CORP,2125751426,No,623,MEACHAM AVENUE,ELMONT,NY,11003,BLACK CAR BASE,40.6910151,-73.6907346,12/04/2023,18:00:12,"(40.6910151, -73.6907346)"
B02863,NYC MIDDTOWN LIMO CORP,7188481221,No,100-01,97 AVENUE,OZONE PARK,NY,11416,BLACK CAR BASE,40.687993,-73.83363,12/04/2023,18:00:12,"(40.687993, -73.83363)"
B01176,SANTO DOMINGO CAR LIMO SERVICES INC,7186995959,No,96-28,ALSTYNE AVENUE,CORONA,NY,11368,LIVERY BASE,40.743032,-73.866445,12/04/2023,18:00:12,"(40.743032, -73.866445)"
B02330,"OCHO LUXURY CAR, INC.",7184382092,No,507,40 STREET,BROOKLYN,NY,11232,BLACK CAR BASE,40.650685,-74.004241,12/04/2023,18:00:12,"(40.650685, -74.004241)"
B00306,LOVE LIMOUSINE NYC LTD,7186331554,No,41-24,38 STREET,LIC,NY,11101,BLACK CAR BASE,40.638477,-73.983333,12/04/2023,18:00:12,"(40.638477, -73.983333)"
B80108,L & W EXPRESS VAN SERVICE CORP,9172436410,No,136-31,41ST AVENUE  7A,FLUSHING,NY,11355,COMMUTER VAN AUTHORITY BASE,40.759009,-73.828513,12/04/2023,18:00:12,"(40.759009, -73.828513)"
B01958,ST.ALBANS-HOLLIS CAR SERVICE INC.,7184790400,No,200-10,HOLLIS AVENUE,ST. ALBANS,NY,11412,LIVERY BASE,40.705938,-73.75715,12/04/2023,18:00:12,"(40.705938, -73.75715)"
B03077,MGL TRANSPORT01 INC,9299895585,No,238,JUNIUS STREET,BROOKLYN,NY,11212,BLACK CAR BASE,40.6971539,-73.6240911,12/04/2023,18:00:12,"(40.6971539, -73.6240911)"
B01454,FREEDOM LIMO & CAR SERVICE,7184525400,No,96,RALPH AVENUE,BROOKLYN,NY,11221,LIVERY BASE,40.686713,-73.923689,12/04/2023,18:00:12,"(40.686713, -73.923689)"
B03038,"SOUTH BRONX TRANSPORTATION,INC.",3475907005,No,250,BROOK AVENUE,BRONX,NY,10454,BLACK CAR BASE,40.7101523,-73.7928657,12/04/2023,18:00:12,"(40.7101523, -73.7928657)"
B01913,MIRAGE LIMOUSINE SERVICE INC,7189377500,No,36 - 01,20 AVENUE  2ND FLOOR,ASTORIA,NY,11105,LUXURY/LIMOUSINE,40.777951,-73.90376,12/04/2023,18:00:12,"(40.777951, -73.90376)"
B03114,PRAISE RIDE INC.,3475793828,No,38,WAVERLY AVENUE,BROOKLYN,NY,11205,BLACK CAR BASE,40.7101523,-73.7928657,12/04/2023,18:00:12,"(40.7101523, -73.7928657)"
B02157,REAGAN CONVEYANCE  CORP.,5168612019,No,62,MAIN STREET,PT WASHINGTON,NY,11050,LUXURY/LIMOUSINE,40.836412,-73.70666,12/04/2023,18:00:12,"(40.836412, -73.70666)"
B02968,NEW GENERATION BLACK CAR TRANSPORTATION CORP.,3479916111,No,2112,WESTCHESTER AVENUE,BRONX,NY,10462,BLACK CAR BASE,40.82923,-73.871067,12/04/2023,18:00:12,"(40.82923, -73.871067)"
B00151,KINGSBAY CAR SERVICE INC,7183323131,No,2111,AVENUE Z,BROOKLYN,NY,11235,LIVERY BASE,40.588885,-73.947936,12/04/2023,18:00:12,"(40.588885, -73.947936)"
B01568,N.Y. MEXICANA CAR & LIMO SVC CRP.,7185921300,No,97 - 52,CORONA AVENUE,CORONA,NY,11368,LIVERY BASE,40.741807,-73.86755,12/04/2023,18:00:12,"(40.741807, -73.86755)"
B00789,VITAL TRANSPORTATION INC.,7184722500,No,41-24,38 STREET,LIC,NY,11101,BLACK CAR BASE,40.746697,-73.926818,12/04/2023,18:00:12,"(40.746697, -73.926818)"
B02920,AMAZING CAR AND LIMO SERVICE INC,7189425959,No,1903,WEST FARMS RD,BRONX,NY,10460,LIVERY BASE,40.7648,-73.9808,12/04/2023,18:00:12,"(40.7648, -73.9808)"
B01013,AMERICANA TRANSPORTATION LLC,7184491111,No,282,AVENUE U,BROOKLYN,NY,11223,LIVERY BASE,40.596741,-73.97373,12/04/2023,18:00:12,"(40.596741, -73.97373)"
B02103,A & S LIMOUSINE SERVICE CORP,7184551900,No,712,BROADWAY  2ND FLOOR,BROOKLYN,NY,11206,LIVERY BASE,40.701213,-73.943166,12/04/2023,18:00:12,"(40.701213, -73.943166)"
B01644,MUSIC EXPRESS/N.Y. INC,2127365405,No,674,CLIFTON AVENUE,CLIFTON,NJ,07011,LUXURY/LIMOUSINE,40.901484,-74.115919,12/04/2023,18:00:12,"(40.901484, -74.115919)"
B03334,WTM 365 INC.,5163184721,No,1979,MARCUS AVENUE,LAKE SUCCESS,NY,11042,LUXURY/LIMOUSINE,40.7550289,-73.6935617,12/04/2023,18:00:12,"(40.7550289, -73.6935617)"
B02671,COMMUNITY CAR SERVICE PRISCILLA CORP,7183668800,No,896,WYCKOFF AVENUE  2R,BROOKLYN,NY,11237,LIVERY BASE,40.696906,-73.906739,12/04/2023,18:00:12,"(40.696906, -73.906739)"
B01606,LA MEXICANA EXPRESS INC.,7184375555,No,4611,5 AVENUE,BROOKLYN,NY,11220,LIVERY BASE,40.644713,-74.003866,12/04/2023,18:00:12,"(40.644713, -74.003866)"
B02852,OP CAR SERVICE INC.,7186598888,No,90-19,LIBERTY AVENUE,OZONE PARK,NY,11417,BLACK CAR BASE,40.680275,-73.848047,12/04/2023,18:00:12,"(40.680275, -73.848047)"
B03056,INSPIRATION GROUP INC,9292356897,No,36,ROCKLAND DR,JERICHO,NY,11753,BLACK CAR BASE,40.7806592,-73.5382725,12/04/2023,18:00:12,"(40.7806592, -73.5382725)"
B02245,OCEANA CAR AND LIMO,7183751001,No,2395,CONEY ISLAND AVENUE,BROOKLYN,NY,11223,LIVERY BASE,40.598608,-73.96108,12/04/2023,18:00:12,"(40.598608, -73.96108)"
B03156,EPIC CAR SERVICE INC.,7184013742,No,385,EAST  152 STREET,BRONX,NY,10455,BLACK CAR BASE,40.8185779,-73.9173128,12/04/2023,18:00:12,"(40.8185779, -73.9173128)"
B03200,L & J LOGISTICS CORP.,7186180222,No,912,SOUNDVIEW AVENUE  OFFICE #3,BRONX,NY,10473,BLACK CAR BASE,40.8234499,-73.8678681,12/04/2023,18:00:12,"(40.8234499, -73.8678681)"
B01349,CAPRICORN LIMO SVC INC,7187293000,No,43-24,37TH STREET,LIC,NY,11101,LUXURY/LIMOUSINE,40.745178,-73.928076,12/04/2023,18:00:12,"(40.745178, -73.928076)"
B01469,"BROTHERS CAR SERVICE, INC.",7182351100,No,241,CRESCENT STREET,BROOKLYN,NY,11208,LIVERY BASE,40.68342,-73.871853,12/04/2023,18:00:12,"(40.68342, -73.871853)"
B03441,ROYAL EXECUTIVE LIMO INC,9172773356,No,1378,SWEETMAN AVE  2,ELMONT,NY,11003,LUXURY/LIMOUSINE,40.7012909,-73.6920175,12/04/2023,18:00:12,"(40.7012909, -73.6920175)"
B01667,"NEW GOLDEN HORSE C/L SVC,INC.",7183589898,No,30-50,WHITESTONE EXPRESSWAY  101A,FLUSHING,NY,11354,LIVERY BASE,40.770532,-73.836442,12/04/2023,18:00:12,"(40.770532, -73.836442)"
B03282,HOLY TRANSPORTATION CORP.,7186847711,No,1626,ST PETERS AVENUE  GROUND FLOOR,BRONX,NY,10461,BLACK CAR BASE,40.8413409,-73.848243,12/04/2023,18:00:12,"(40.8413409, -73.848243)"
B03439,CLJ EXPRESS LIMO SERVICE INC,8335525466,No,1706,LEXINGTON AVENUE,NEW YORK,NY,10029,BLACK CAR BASE,40.792806,-73.9461681,12/04/2023,18:00:12,"(40.792806, -73.9461681)"
B03321,"CRESCENT LUXURY CLS, INC.",6316620284,No,14,MARIEL COURT,CENTEREACT,NY,11720,LUXURY/LIMOUSINE,40.854348,-73.06791,12/04/2023,18:00:12,"(40.854348, -73.06791)"
B03340,CEO CHAUFFEURED SERVICES CORP,7182005100,No,10,HEITZ PLACE,HICKSVILLE,NY,11801,LUXURY/LIMOUSINE,40.7101523,-73.7928657,12/04/2023,18:00:12,"(40.7101523, -73.7928657)"
B02016,PLANET LIMOUSINE LLC,8008059251,No,202,JERICHO TURNPIKE,FLORAL PARK,NY,11001,LUXURY/LIMOUSINE,40.728618,-73.703601,12/04/2023,18:00:12,"(40.728618, -73.703601)"
B02110,"OPTIMUM CAR & LIMO, INC.",7186909128,No,241,37TH STREET  STE# 1-4-B443,BROOKLYN,NY,11232,BLACK CAR BASE,40.678782,-73.989979,12/04/2023,18:00:12,"(40.678782, -73.989979)"
B01437,MERENGUE LIMO & C/S INC,7186585700,No,135-10,JAMAICA AVENUE,RICHMOND HILL,NY,11418,LIVERY BASE,40.70241,-73.817189,12/04/2023,18:00:12,"(40.70241, -73.817189)"
B03033,FLEX EXPRESS CORP.,7186025000,No,1266,MYRTLE AVENUE,BROOKLYN,NY,11221,BLACK CAR BASE,40.6977861,-73.9266846,12/04/2023,18:00:12,"(40.6977861, -73.9266846)"
B03245,UASLUXURY1 INC,6466840001,No,85-56,118 STREET,KEW GARDENS,NY,11415,BLACK CAR BASE,40.7010375,-73.8326371,12/04/2023,18:00:12,"(40.7010375, -73.8326371)"
B03311,EDL TRANSPORTATION SERVICES LLC.,3472701668,No,169,LINCOLN AVENUE  SUITE #205,BRONX,NY,10454,BLACK CAR BASE,40.8093689,-73.9287755,12/04/2023,18:00:12,"(40.8093689, -73.9287755)"
B03041,PUEBLA CITY INC.,7184370707,No,3916,9 AVENUE,BROOKLYN,NY,11232,LIVERY BASE,40.6457336,-73.9956882,12/04/2023,18:00:12,"(40.6457336, -73.9956882)"
B03421,A1 ABSOLUTE CORP,3474312831,No,10,EAST  183 STREET,BRONX,NY,10453,BLACK CAR BASE,40.8584626,-73.9033242,12/04/2023,18:00:12,"(40.8584626, -73.9033242)"
B03102,METRO LUXURY INC,7186655079,No,625,EAST  137 STREET,BRONX,NY,10454,BLACK CAR BASE,40.8055339,-73.9159269,12/04/2023,18:00:12,"(40.8055339, -73.9159269)"
B03199,RINCON TRANSPORTATION LLC,7187010178,No,833,DAWSON STREET,BRONX,NY,10459,BLACK CAR BASE,40.8189458,-73.8986672,12/04/2023,18:00:12,"(40.8189458, -73.8986672)"
B03107,JD XPRESS INC.,3475084118,No,118 - 35,QUEENS BOULEVARD  SUITE #400,FOREST HILLS,NY,11375,BLACK CAR BASE,40.7148204,-73.8310437,12/04/2023,18:00:12,"(40.7148204, -73.8310437)"
B02826,NEW BELL LUXURY CORP,7182304490,No,640,MYRTLE AVENUE,BROOKLYN,NY,11205,BLACK CAR BASE,40.694109,-73.958852,12/04/2023,18:00:12,"(40.694109, -73.958852)"
B03388,BEN'S INTERNATIONAL LUXURY TRANSPORTATION LLC,7272035757,No,159,TREETOP CIRCLE,NANUET,NY,10954,LUXURY/LIMOUSINE,41.1163285,-74.0206606,12/04/2023,18:00:12,"(41.1163285, -74.0206606)"
B90568,AMG TRANSPORTATION INC.,7186460550,No,34,LORD AVE,LAWRENCE,NY,11559,PARATRANSIT BASE,40.658652,-73.580098,12/04/2023,18:00:12,"(40.658652, -73.580098)"
B03011,GOOD DAY TRANSPORTATION INC,3475336221,No,5709,FLATLANDS AVENUE,BROOKLYN,NY,11234,BLACK CAR BASE,40.6473546,-73.9689423,12/04/2023,18:00:12,"(40.6473546, -73.9689423)"
B03534,NEW YORK BORI TRANSPORTATION LLC,3478886178,No,3010,EASTCHESTER ROAD,BRONX,NY,10469,BLACK CAR BASE,40.8698076,-73.842645,12/04/2023,18:00:12,"(40.8698076, -73.842645)"
B02949,MEEM SERVICES INC,9174827281,No,24506,JERICHO TKPE  SUITE#LL111,FLORAL PARK,NY,11001,LUXURY/LIMOUSINE,40.724491,-73.723094,12/04/2023,18:00:12,"(40.724491, -73.723094)"
B02389,"EMBARQUE N.Y., INC.",7187770890,No,24 - 59,47TH STREET,ASTORIA,NY,11103,LUXURY/LIMOUSINE,40.741147,-73.942306,12/04/2023,18:00:12,"(40.741147, -73.942306)"
B01601,YOURS CAR SERVICE INC,7186805200,Yes,7205,3 AVENUE,BROOKLYN,NY,11209,LIVERY BASE,40.633303,-74.026743,12/04/2023,18:00:12,"(40.633303, -74.026743)"
B03366,DESHI TRANSPORTATION INC.,3474164996,No,83-10,ROCKAWAY BOULEVARD,OZONE PARK,NY,11416,BLACK CAR BASE,40.6835729,-73.8572063,12/04/2023,18:00:12,"(40.6835729, -73.8572063)"
